Kupiec_LR,Kupiec_p_value,Christoffersen_LR,Christoffersen_p_value,VaR_breaches,Expected_breaches,Basel_zone
2.316196199071019,0.12803277337485897,231.08327103798385,0.0,60,49.25,Red
